address,universal_access,elevators,heating_type,lat,lng,type
" Rue Desjardins (PFD) , Montreal",NON,unknown,,-73.849145,45.51187,Building
" Rue Chestnut (PFD) , Montreal",NON,unknown,,-73.826791,45.507326,Building
" Rue des Cageux (PFD) , Montreal",NON,unknown,,-73.883279,45.457766,Building
" Rue des Cageux (PFD) , Montreal",NON,unknown,,-73.883811,45.457457,Building
"16850 Rue Oakwood (PFD) , Montreal",NON,unknown,,-73.867535,45.462556,Building
"100 1e (ROX) Avenue N, Montreal",NON,unknown,,-73.813291,45.515353,Building
" Boulevard Lavoisier (SLN) , Montreal",NON,unknown,,-73.606474,45.58927,Building
" Boulevard LaSalle , Montreal",NON,unknown,,-73.569196,45.471379,Building
" Avenue Brown (VRD) , Montreal",NON,unknown,,-73.580001,45.448804,Building
"4530 Boulevard LaSalle , Montreal",NON,unknown,,-73.562608,45.458627,Building
"13 Rue Chauret (SGV) , Montreal",NON,unknown,,-73.868707,45.481181,Building
" Avenue Lausanne (MTN) , Montreal",NON,unknown,,-73.642822,45.582473,Building
"2200 Rue Saint-Antoine (LCH) , Montreal",NON,unknown,,-73.683901,45.44002,Building
"14150 Boulevard Gouin O, Montreal",NON,unknown,,-73.851087,45.493404,Building
" Rue Cherrier (IBZ) , Montreal",NON,unknown,,-73.880961,45.485607,Building
"350A Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.881277,45.487107,Building
"11400 Rue Leopold-Christin , Montreal",NON,unknown,,-73.561538,45.640744,Building
"1050A Boulevard Saint-Jean-Baptiste , Montreal",NON,unknown,,-73.499637,45.641027,Building
"11171 Autoroute Metropolitaine E, Montreal",NON,unknown,,-73.539484,45.638523,Building
"11171 Autoroute Metropolitaine E, Montreal",NON,unknown,,-73.538906,45.638798,Building
"11171 Autoroute Metropolitaine E, Montreal",NON,unknown,,-73.538838,45.639821,Building
"11171 Autoroute Metropolitaine E, Montreal",NON,unknown,,-73.540733,45.639244,Building
" Rue Notre-Dame E, Montreal",NON,unknown,,-73.49241,45.634743,Building
"330 Rue Surrey (BDU) , Montreal",NON,unknown,electricite,-73.9121,45.419456,Building
"4550 Boulevard LaSalle , Montreal",NON,unknown,,-73.562079,45.4585,Building
" Boulevard LaSalle , Montreal",NON,unknown,,-73.575722,45.443132,Building
"7 Rue Rheaume (VRD) , Montreal",NON,unknown,,-73.563295,45.467858,Building
"150 Rue des erables (LCH) , Montreal",NON,unknown,,-73.649615,45.446292,Building
" Place Menard (MTN) , Montreal",NON,unknown,,-73.640184,45.586898,Building
" Rue Biret (SLR) , Montreal",NON,unknown,,-73.72721,45.515152,Building
"1 Chemin du Musee (LCH) , Montreal",NON,unknown,,-73.666324,45.430722,Building
"1 Chemin du Musee (LCH) , Montreal",NON,unknown,,-73.666496,45.42962,Building
"110 Chemin des Iroquois (LCH) , Montreal",NON,unknown,,-73.676648,45.429452,Building
"1800 Chemin des Iroquois (LCH) , Montreal",NON,unknown,,-73.674652,45.429167,Building
"6680 Boulevard LaSalle , Montreal",NON,unknown,,-73.576729,45.443427,Building
" Rue Saint-Antoine (LCH) , Montreal",NON,unknown,,-73.675068,45.436942,Building
"1500 Rue Victoria (LCH) , Montreal",NON,unknown,,-73.677298,45.436648,Building
"6025 Boulevard Metropolitain (SLN) , Montreal",NON,unknown,,-73.584492,45.589633,Building
" Chemin des Iroquois (LCH) , Montreal",NON,unknown,,-73.669389,45.430503,Building
" Boulevard LaSalle , Montreal",NON,unknown,,-73.56432,45.455214,Building
"5040 Boulevard LaSalle , Montreal",NON,unknown,,-73.564337,45.455089,Building
" Avenue Brown (VRD) , Montreal",NON,unknown,,-73.579547,45.448803,Building
"240 Rue Riverside , Montreal",NON,unknown,,-73.550674,45.490678,Building
"2395 Boulevard Thimens (SLR) , Montreal",NON,unknown,,-73.703029,45.506471,Building
"625 Avenue Sainte-Croix (SLR) , Montreal",NON,unknown,,-73.672117,45.512223,Building
"2505 Boulevard de la Côte-Vertu (SLR) , Montreal",NON,unknown,,-73.697168,45.50347,Building
"95 Rue des Soeurs-Grises , Montreal",NON,unknown,,-73.554913,45.499027,Building
"2360 Rue Notre-Dame E, Montreal",NON,unknown,,-73.544433,45.52651,Building
"11211 Avenue Hebert (MTN) , Montreal",NON,unknown,,-73.638625,45.594423,Building
" Rue Baker (SLR) , Montreal",NON,unknown,,-73.728845,45.517536,Building
" Rue Stinson (SLR) , Montreal",NON,unknown,,-73.66043,45.5209,Building
" Rue Roy (SLR) , Montreal",NON,unknown,,-73.676984,45.513672,Building
" Rue Buchanan (SLR) , Montreal",NON,unknown,,-73.68092,45.508435,Building
" Rue Beauzèle (SLR) , Montreal",NON,unknown,,-73.720866,45.522413,Building
" Rue Beauzèle (SLR) , Montreal",NON,unknown,,-73.720295,45.52235,Building
" Rue Cardinal (SLR) , Montreal",NON,unknown,,-73.691499,45.517613,Building
" Rue Cardinal (SLR) , Montreal",NON,unknown,,-73.691407,45.518127,Building
" Rue Cardinal (SLR) , Montreal",NON,unknown,,-73.691893,45.517729,Building
" Rue Cardinal (SLR) , Montreal",NON,unknown,,-73.691691,45.518079,Building
" Rue Baker (SLR) , Montreal",NON,unknown,,-73.7284,45.517426,Building
" Rue Elizabeth (SLR) , Montreal",NON,unknown,,-73.677458,45.520213,Building
" Rue Muir (SLR) , Montreal",NON,unknown,,-73.672115,45.521024,Building
" Avenue Alfred (MTN) , Montreal",NON,unknown,,-73.623152,45.599302,Building
" Rue Muir (SLR) , Montreal",NON,unknown,,-73.672524,45.520905,Building
" Rue Marcotte (SLR) , Montreal",NON,unknown,,-73.675277,45.529332,Building
" Rue Poirier (SLR) , Montreal",NON,unknown,,-73.687373,45.527687,Building
" Rue Poirier (SLR) , Montreal",NON,unknown,,-73.689316,45.526864,Building
" Rue Badeaux (SLR) , Montreal",NON,unknown,,-73.690765,45.497135,Building
" Rue Saint-Louis (SLR) , Montreal",NON,unknown,,-73.679993,45.50119,Building
" Rue Stinson (SLR) , Montreal",NON,unknown,,-73.659757,45.520394,Building
" Boulevard Cavendish (SLR) , Montreal",NON,unknown,,-73.710225,45.50804,Building
" Boulevard Cavendish (SLR) , Montreal",NON,unknown,,-73.710741,45.507964,Building
" Boulevard Cavendish (SLR) , Montreal",NON,unknown,,-73.709754,45.507708,Building
" Boulevard Cavendish (SLR) , Montreal",NON,unknown,,-73.709835,45.507457,Building
"10417 Boulevard Gouin O, Montreal",NON,unknown,,-73.805313,45.510974,Building
"2120 Rue Sherbrooke E, Montreal",1,unknown,,-73.562582,45.53098,Building
"1 Rue Notre-Dame E, Montreal",1,unknown,,-73.555884,45.506972,Building
"410 Rue de Bellechasse , Montreal",1,unknown,,-73.600862,45.53267,Building
"7275 Rue Sherbrooke E, Montreal",1,unknown,,-73.539433,45.59093,Building
"7101 Rue Jean-Talon , Montreal",1,unknown,,-73.569952,45.598613,Building
"1868 Boulevard des Sources , Montreal",1,unknown,,-73.787508,45.465506,Building
"2395 Boulevard Thimens (SLR) , Montreal",NON,unknown,,-73.703438,45.5061,Building
" Avenue P.-M.-Favier (MTN) , Montreal",NON,unknown,,-73.616084,45.610492,Building
"255 Boulevard Cremazie E, Montreal",1,unknown,,-73.640597,45.544232,Building
"2385 Boulevard Thimens (SLR) , Montreal",NON,unknown,,-73.703329,45.508861,Building
"5000 Rue d' Iberville (MTL) , Montreal",NON,unknown,electricite,-73.572527,45.539652,Building
"1515 Voie Camillien-Houde , Montreal",NON,unknown,electricite,-73.59707,45.502255,Building
"980 Rue Guy , Montreal",1,unknown,Gaz naturel,-73.574383,45.492805,Building
" Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.883124,45.487331,Building
"28 Rue Richard (IBZ) , Montreal",NON,unknown,,-73.892628,45.475313,Building
" Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.883406,45.487402,Building
" Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.883645,45.487594,Building
" Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.884221,45.488093,Building
" Rue d' Oxford (SLR) , Montreal",NON,unknown,,-73.70182,45.522156,Building
" Rue Sherbrooke , Montreal",NON,unknown,,-73.50798,45.680322,Building
"9434 Boulevard Gouin O, Montreal",NON,unknown,,-73.764581,45.506411,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.523734,45.671497,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.523414,45.672356,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.525314,45.672943,Building
"2330 Rue Notre-Dame O, Montreal",1,unknown,,-73.573275,45.483908,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.524146,45.672717,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.524199,45.672456,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.523795,45.673674,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.525188,45.674034,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.52286,45.674257,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.526173,45.672675,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.525983,45.672345,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.526612,45.674476,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.52744,45.675903,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.528299,45.676169,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.528601,45.677834,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.527141,45.677084,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.523537,45.675673,Building
" Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.520319,45.677344,Building
"3750 , Montreal",NON,unknown,,-73.561918,45.465891,Building
" Rue de Charleroi (MTN) , Montreal",NON,unknown,,-73.636355,45.593388,Building
" Rue de Charleroi (MTN) , Montreal",NON,unknown,,-73.636323,45.593409,Building
"59A Rue Mercier (IBZ) , Montreal",NON,unknown,,-73.876328,45.483423,Building
" Boulevard Saint-Michel , Montreal",NON,unknown,,-73.648025,45.582214,Building
" Avenue Lausanne (MTN) , Montreal",NON,unknown,,-73.642311,45.5815,Building
"951 Rue William , Montreal",NON,unknown,electricite,-73.560372,45.496531,Building
" Rue Pascal (MTN) , Montreal",NON,unknown,,-73.623095,45.615297,Building
" Rue Pascal (MTN) , Montreal",NON,unknown,,-73.624315,45.615473,Building
"11171 Autoroute Metropolitaine E, Montreal",NON,unknown,electricite,-73.538358,45.637808,Building
"1365 Avenue O'Brien (SLR) , Montreal",NON,unknown,,-73.684998,45.519013,Building
"9625 Boulevard Gouin O, PFD",NON,unknown,,-73.782342,45.504518,Building
" Rue Beauzèle (SLR) , Montreal",NON,unknown,,-73.720426,45.522347,Building
" Rue Trudeau (SLR) , Montreal",NON,unknown,,-73.662742,45.51406,Building
" Rue Poirier (SLR) , Montreal",NON,unknown,,-73.688165,45.527585,Building
" Rue Cardinal (SLR) , Montreal",NON,unknown,,-73.691536,45.518163,Building
" Place Verdelles (ANJ) , Montreal",NON,unknown,,-73.549238,45.608614,Building
"686 Avenue Rockland (OUT) , Montreal",NON,unknown,,-73.615026,45.515457,Building
" Boulevard Lacordaire , Montreal",NON,unknown,,-73.631532,45.616664,Building
" Avenue de l' Alsace (ANJ) , Montreal",NON,unknown,,-73.583718,45.604239,Building
" Avenue de l' Alsace (ANJ) , Montreal",NON,unknown,,-73.583892,45.604076,Building
" Rue Andre-Merlot (LSL) , Montreal",NON,unknown,,-73.613242,45.436919,Building
" Chemin du Cap-Saint-Jacques (PFD) , Montreal",NON,unknown,,-73.935227,45.471364,Building
" Boulevard du Cerf-Volant (VRD) , Montreal",NON,unknown,,-73.56197,45.465405,Building
" Boulevard du Cerf-Volant (VRD) , Montreal",NON,unknown,,-73.561587,45.466072,Building
" Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.883041,45.487212,Building
"200 Chemin du Cap-Saint-Jacques (PFD) , Montreal",NON,unknown,,-73.932649,45.463952,Building
" Chemin du Cap-Saint-Jacques (PFD) , Montreal",NON,unknown,,-73.932153,45.463181,Building
" Chemin du Cap-Saint-Jacques (PFD) , Montreal",NON,unknown,,-73.935332,45.471495,Building
" Chemin Senneville (SNV) , Montreal",NON,unknown,,-73.953792,45.444131,Building
" 35e (LSL) Avenue , Montreal",NON,unknown,,-73.61305,45.420285,Building
" Chemin du Cap-Saint-Jacques (PFD) , Montreal",NON,unknown,,-73.937324,45.463142,Building
" 35e (LSL) Avenue , Montreal",NON,unknown,,-73.612968,45.420173,Building
"8370 Boulevard Lacordaire , Montreal",NON,unknown,,-73.597,45.585576,Building
" Avenue Talcy (ANJ) , Montreal",NON,unknown,,-73.559157,45.607139,Building
"7160 Rue Jarry , Montreal",NON,unknown,,-73.574758,45.602355,Building
"7000 Avenue Champchevrier (ANJ) , Montreal",NON,unknown,,-73.572284,45.601625,Building
"7111 Rue Bombardier , Montreal",NON,unknown,,-73.587607,45.606765,Building
"8675 Boulevard Metropolitain (ANJ) , Montreal",NON,unknown,,-73.558227,45.614902,Building
" Rue Bombardier , Montreal",NON,unknown,,-73.588208,45.607078,Building
"10700 Boulevard Ray-Lawson (ANJ) , Montreal",NON,unknown,,-73.57722,45.622763,Building
"11200 Boulevard Ray-Lawson (ANJ) , Montreal",NON,unknown,,-73.579992,45.623168,Building
"555 Boulevard Chevremont (IBZ) , Montreal",NON,unknown,,-73.883976,45.490083,Building
"2975 Rue Remembrance (LCH) , Montreal",NON,unknown,,-73.689291,45.437186,Building
"2200 Rue Saint-Antoine (LCH) , Montreal",NON,unknown,,-73.683781,45.4405,Building
"2875 Boulevard Saint-Joseph (LCH) , Montreal",NON,unknown,,-73.689507,45.433389,Building
"800 Rue Sherbrooke (LCH) , Montreal",NON,unknown,,-73.670964,45.445299,Building
"1 Chemin du Musee (LCH) , Montreal",NON,unknown,,-73.666301,45.430073,Building
"3045 Boulevard Saint-Joseph (LCH) , Montreal",NON,unknown,,-73.691286,45.433369,Building
"600 Chemin des Iroquois (LCH) , Montreal",NON,unknown,,-73.669134,45.430523,Building
"805 8e (LCH) Avenue , Montreal",NON,unknown,,-73.670944,45.439541,Building
"4100 Rue Provost (LCH) , Montreal",NON,unknown,,-73.702067,45.443058,Building
"1830 Croissant Roy (LCH) , Montreal",NON,unknown,,-73.680219,45.447026,Building
"257 54e (LCH) Avenue , Montreal",NON,unknown,,-73.71797,45.442307,Building
"470 10e (LCH) Avenue , Montreal",NON,unknown,,-73.674031,45.437793,Building
"470 10e (LCH) Avenue , Montreal",NON,unknown,,-73.675945,45.438427,Building
"1500 Rue Remembrance (LCH) , Montreal",NON,unknown,,-73.67722,45.438149,Building
" Boulevard Saint-Joseph (LCH) , Montreal",NON,unknown,,-73.692595,45.433249,Building
"55 Avenue des Cèdres (IBZ) , Montreal",NON,unknown,,-73.856587,45.511665,Building
"4810 Boulevard Saint-Joseph (LCH) , Montreal",NON,unknown,,-73.709442,45.436596,Building
"1801 Rue Notre-Dame (LCH) , Montreal",NON,unknown,,-73.680563,45.434997,Building
"43 Avenue Ouellette (LCH) , Montreal",NON,unknown,,-73.645506,45.446026,Building
"150 Rue des erables (LCH) , Montreal",NON,unknown,,-73.64962,45.445885,Building
"190 Rue Camille (LCH) , Montreal",NON,unknown,,-73.645321,45.444448,Building
"8600 Rue Hardy (LSL) , Montreal",NON,unknown,,-73.63466,45.437801,Building
"7540 Rue Centrale (LSL) , Montreal",NON,unknown,,-73.59621,45.434486,Building
" Rue Monette (LSL) , Montreal",NON,unknown,,-73.651715,45.421675,Building
" Rue de Charleroi (MTN) , Montreal",NON,unknown,,-73.636936,45.593068,Building
"4244 Rue de Charleroi (MTN) , Montreal",NON,unknown,,-73.636638,45.593534,Building
"4747 Rue Forest (MTN) , Montreal",NON,unknown,,-73.626154,45.592077,Building
"11481 Avenue P.-M.-Favier (MTN) , Montreal",NON,unknown,,-73.615811,45.610429,Building
"11440 Avenue ethier (MTN) , Montreal",NON,unknown,,-73.635267,45.59951,Building
"12576 Boulevard Lacordaire , Montreal",NON,unknown,,-73.632034,45.616166,Building
"10985 Avenue Alfred (MTN) , Montreal",NON,unknown,,-73.623424,45.599492,Building
"4975 Boulevard Gouin O, Montreal",NON,unknown,,-73.639227,45.608761,Building
"11612 Avenue Salk (MTN) , Montreal",NON,unknown,,-73.628707,45.605574,Building
"11135 Avenue des Recollets (MTN) , Montreal",NON,unknown,,-73.642732,45.594061,Building
"10660 Boulevard Saint-Michel , Montreal",NON,unknown,,-73.648309,45.582271,Building
"10975 Avenue Alfred (MTN) , Montreal",NON,unknown,,-73.622959,45.599141,Building
"11614 Avenue Salk (MTN) , Montreal",NON,unknown,,-73.628914,45.60605,Building
"4209 Rue de Castille (MTN) , Montreal",NON,unknown,,-73.63581,45.59227,Building
" Avenue Salk (MTN) , Montreal",NON,unknown,,-73.629056,45.605851,Building
"12 Rue de Châteauneuf (IBZ) , Montreal",NON,unknown,,-73.90054,45.511207,Building
" Avenue Salk (MTN) , Montreal",NON,unknown,,-73.629445,45.606452,Building
"11125 Avenue des Recollets (MTN) , Montreal",NON,unknown,,-73.642202,45.592921,Building
" Boulevard Saint-Michel , Montreal",NON,unknown,,-73.648139,45.582007,Building
"10347 Avenue Lausanne (MTN) , Montreal",NON,unknown,,-73.642261,45.581417,Building
" Avenue Lausanne (MTN) , Montreal",NON,unknown,,-73.641964,45.581594,Building
"10958 Avenue Pelletier (MTN) , Montreal",NON,unknown,,-73.634759,45.593038,Building
"3781 Place Menard (MTN) , Montreal",NON,unknown,,-73.64007,45.587045,Building
"10395 Avenue Hebert (MTN) , Montreal",NON,unknown,,-73.631665,45.58778,Building
" Rue Sabrevois (MTN) , Montreal",NON,unknown,,-73.633017,45.583355,Building
"4750 Rue d' Amiens (MTN) , Montreal",NON,unknown,,-73.627498,45.593098,Building
"10600 Avenue Bellevois (MTN) , Montreal",NON,unknown,,-73.627247,45.592889,Building
"2094 Chemin du Bord-du-Lac (IBZ) , Montreal",NON,unknown,,-73.897641,45.512047,Building
"4260 Rue de Charleroi (MTN) , Montreal",NON,unknown,,-73.635837,45.593417,Building
"12357 Avenue Monty (MTN) , Montreal",NON,unknown,,-73.619821,45.621094,Building
"6455 Rue Tardif (MTN) , Montreal",NON,unknown,,-73.61649,45.617852,Building
" Rue de Castille (MTN) , Montreal",NON,unknown,,-73.635914,45.592191,Building
"3100 Rue Prieur E, Montreal",NON,unknown,,-73.647086,45.58042,Building
" Rue Pascal (MTN) , Montreal",NON,unknown,,-73.622545,45.615213,Building
"3675 Boulevard Gouin E, Montreal",NON,unknown,,-73.649418,45.593187,Building
" Rue de Castille (MTN) , Montreal",NON,unknown,,-73.636339,45.592666,Building
" Rue Bombardier , Montreal",NON,unknown,,-73.587066,45.60795,Building
" Avenue Andre-Laurendeau (ANJ) , Montreal",NON,unknown,,-73.569535,45.603447,Building
" Avenue Andre-Laurendeau (ANJ) , Montreal",NON,unknown,,-73.570731,45.605159,Building
"5555 Avenue de l' Arena (ANJ) , Montreal",NON,unknown,,-73.542927,45.603077,Building
"5555 Avenue de l' Arena (ANJ) , Montreal",NON,unknown,,-73.543213,45.603159,Building
" Avenue de l' Arena (ANJ) , Montreal",NON,unknown,,-73.543597,45.603103,Building
"7775 Avenue Des Ormeaux (ANJ) , Montreal",NON,unknown,,-73.555622,45.614877,Building
" Avenue de la Nantaise (ANJ) , Montreal",NON,unknown,,-73.556212,45.592887,Building
" Avenue de la Nantaise (ANJ) , Montreal",NON,unknown,,-73.554171,45.59267,Building
" Avenue du Bocage (ANJ) , Montreal",NON,unknown,,-73.551623,45.592479,Building
" Avenue Rondeau (ANJ) , Montreal",NON,unknown,,-73.550898,45.616246,Building
" Avenue Rondeau (ANJ) , Montreal",NON,unknown,,-73.550935,45.616473,Building
" Place Verdelles (ANJ) , Montreal",NON,unknown,,-73.549617,45.608698,Building
" Rue des Cageux (PFD) , Montreal",NON,unknown,,-73.883674,45.457376,Building
"1240 Avenue Bernard (OUT) , Montreal",NON,unknown,,-73.608428,45.519985,Building
"6500 Boulevard LaSalle , Montreal",NON,unknown,,-73.575084,45.443354,Building
"16850 Rue Oakwood (PFD) , Montreal",NON,unknown,,-73.867474,45.462846,Building
"14068 Boulevard Gouin O, PFD",NON,unknown,,-73.850725,45.495528,Building
"17760 Rue Meloche (PFD) , Montreal",NON,unknown,,-73.884079,45.457991,Building
"14899 Rue Oakwood (PFD) , Montreal",NON,unknown,,-73.855548,45.475863,Building
"12800 Rue Brook (PFD) , Montreal",NON,unknown,,-73.843983,45.51032,Building
"4600 Rue des Cageux (PFD) , Montreal",NON,unknown,,-73.881255,45.458313,Building
"5020 Rue Chestnut (PFD) , Montreal",NON,unknown,,-73.826322,45.507569,Building
"13800 Boulevard de Pierrefonds (PFD) , Montreal",NON,unknown,,-73.845619,45.491623,Building
"475 Chemin de la Rive-Boisee (PFD) , Montreal",NON,unknown,,-73.853069,45.499306,Building
"13209 Rue Desjardins (PFD) , Montreal",NON,unknown,,-73.848377,45.511751,Building
"13800 Boulevard de Pierrefonds (PFD) , Montreal",NON,unknown,,-73.844958,45.491287,Building
" Rue Rose (PFD) , Montreal",NON,unknown,,-73.78427,45.509403,Building
"16850 Rue Oakwood (PFD) , Montreal",NON,unknown,,-73.867564,45.462717,Building
"1555 Boulevard Sunnybrooke , Montreal",NON,unknown,,-73.783217,45.496756,Building
" Boulevard Gouin O, Montreal",NON,unknown,,-73.804559,45.510721,Building
"13280 Rue Desjardins (PFD) , Montreal",NON,unknown,,-73.850862,45.510338,Building
"6020 Rue Marceau (PFD) , Montreal",NON,unknown,,-73.85465,45.507698,Building
"145 Rue Rose (PFD) , Montreal",NON,unknown,,-73.783895,45.509287,Building
"11147 Rue Meighen (PFD) , Montreal",NON,unknown,,-73.816463,45.512996,Building
"11917 Boulevard Riverdale (PFD) , Montreal",NON,unknown,,-73.829251,45.513614,Building
" Boulevard Gouin O, Montreal",NON,unknown,,-73.768779,45.507705,Building
"333 Rue Saraguay (PFD) E, Montreal",NON,unknown,,-73.799507,45.511236,Building
"9999 Autoroute Transcanadienne (PCL) , Montreal",NON,unknown,,-73.841564,45.45877,Building
"50 34e (LCH) Avenue , Montreal",NON,unknown,,-73.693518,45.433909,Building
"704 5e (LCH) Avenue , Montreal",NON,unknown,,-73.66806,45.442345,Building
"9343 Rue Jean-Milot (LSL) , Montreal",NON,unknown,,-73.641062,45.429525,Building
"740 Rue Esther-Blondin (LCH) , Montreal",NON,unknown,,-73.678952,45.442952,Building
"12600 Avenue Fortin (MTN) , Montreal",NON,unknown,,-73.62882,45.619252,Building
"11811 Avenue P.-M.-Favier (MTN) , Montreal",NON,unknown,,-73.619678,45.613756,Building
"11480 Boulevard Rolland (MTN) , Montreal",NON,unknown,,-73.614465,45.610057,Building
"11960 Boulevard Sainte-Colette (MTN) , Montreal",NON,unknown,,-73.628758,45.609329,Building
"11070 Avenue de Rome (MTN) , Montreal",NON,unknown,,-73.644209,45.589711,Building
"12001 Avenue Jean-Paul-Cardinal (MTN) , Montreal",NON,unknown,,-73.630081,45.610407,Building
"11813 Boulevard Sainte-Gertrude (MTN) , Montreal",NON,unknown,,-73.634095,45.604737,Building
"10152 Avenue de Rome (MTN) , Montreal",NON,unknown,,-73.636539,45.58251,Building
"4601 Rue de Castille (MTN) , Montreal",NON,unknown,,-73.631919,45.594037,Building
"11345 Avenue Pelletier (MTN) , Montreal",NON,unknown,,-73.637024,45.597672,Building
"12005 Avenue Laurier (MTN) , Montreal",NON,unknown,,-73.622854,45.61449,Building
"11135 Avenue Alfred (MTN) , Montreal",NON,unknown,,-73.62472,45.600804,Building
"6111 Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.620406,45.615123,Building
"11575 Avenue P.-M.-Favier (MTN) , Montreal",NON,unknown,,-73.617017,45.611404,Building
"1475 Avenue Lajoie , Montreal",NON,unknown,,-73.613358,45.518214,Building
"8700 Boulevard Champlain , Montreal",NON,unknown,,-73.621464,45.418256,Building
"475 Avenue Bloomfield (OUT) , Montreal",NON,unknown,,-73.605534,45.519549,Building
"780 Boulevard Dollard (OUT) , Montreal",NON,unknown,,-73.615446,45.518187,Building
"4600 Rue de Compiègne (SLN) , Montreal",NON,unknown,,-73.603526,45.579659,Building
"5950 Rue Honore-Mercier (SLN) , Montreal",NON,unknown,,-73.601797,45.596926,Building
"5485 Rue Jean-Talon E, Montreal",NON,unknown,,-73.581314,45.581298,Building
"5455 Rue Dujarie (SLN) , Montreal",NON,unknown,,-73.604876,45.59074,Building
"5400 Boulevard Couture (SLN) , Montreal",NON,unknown,,-73.610452,45.59253,Building
"8155 Rue Collerette (SLN) , Montreal",NON,unknown,,-73.592311,45.585529,Building
"5150 Boulevard Robert (SLN) , Montreal",NON,unknown,,-73.601517,45.585047,Building
"7355 Boulevard Viau (SLN) , Montreal",NON,unknown,,-73.585402,45.576671,Building
"4700 Boulevard Lavoisier (SLN) , Montreal",NON,unknown,,-73.611246,45.583615,Building
"8455 Rue du Pre-Laurin (SLN) , Montreal",NON,unknown,,-73.60015,45.583526,Building
"8280 Rue de Nantes (SLN) , Montreal",NON,unknown,,-73.588946,45.592852,Building
"655 Rue Willibrord (VRD) , Montreal",NON,unknown,,-73.572269,45.459766,Building
"755 Rue Brault (VRD) , Montreal",NON,unknown,,-73.57546,45.448278,Building
"454 Rue Caisse (VRD) , Montreal",NON,unknown,,-73.569039,45.4701,Building
"1150 Rue Galt , Montreal",NON,unknown,,-73.578784,45.462086,Building
"990 5e (VRD) Avenue , Montreal",NON,unknown,,-73.578146,45.456312,Building
"13155 Rue Shelborne (PFD) , Montreal",NON,unknown,,-73.836322,45.494986,Building
"4381 Rue King (PFD) , Montreal",NON,unknown,,-73.853143,45.480275,Building
"13350 Rue Purcell (PFD) , Montreal",NON,unknown,,-73.845895,45.502793,Building
"17750 Rue Meloche (PFD) , Montreal",NON,unknown,,-73.883265,45.45833,Building
"4348 Rue Thorndale (PFD) , Montreal",NON,unknown,,-73.860835,45.47483,Building
"13800 Boulevard de Pierrefonds (PFD) , Montreal",NON,unknown,,-73.847489,45.492757,Building
"5060 Boulevard des Sources , Montreal",NON,unknown,,-73.825109,45.510262,Building
"5005 Rue Valois (PFD) , Montreal",NON,unknown,,-73.834556,45.506562,Building
"14385 Boulevard de Pierrefonds (PFD) , Montreal",NON,unknown,,-73.855581,45.490036,Building
"4770 Rue Pierre-Lauzon (PFD) , Montreal",NON,unknown,,-73.782683,45.505334,Building
"4770 Boulevard Lalande , Montreal",NON,unknown,,-73.781369,45.506302,Building
"5000 Rue Pilon (PFD) , Montreal",NON,unknown,,-73.918377,45.46034,Building
" Avenue ethier (MTN) , Montreal",NON,unknown,,-73.635517,45.599854,Building
"14700 Boulevard de Pierrefonds (PFD) , Montreal",NON,unknown,,-73.856164,45.485441,Building
"3243 Boulevard Chevremont (IBZ) , Montreal",NON,unknown,,-73.870782,45.50022,Building
"515 Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.881041,45.488805,Building
"13280 Rue Huntington (PFD) , Montreal",NON,unknown,,-73.849877,45.507893,Building
"5080 Rue de Savoie (PFD) , Montreal",NON,unknown,,-73.830092,45.510763,Building
"750 Boulevard Jacques-Bizard , Montreal",NON,unknown,,-73.877737,45.502767,Building
"500 Boulevard Dollard (OUT) , Montreal",NON,unknown,,-73.610426,45.516469,Building
"4041 Rue Monselet (MTN) , Montreal",NON,unknown,,-73.637452,45.590014,Building
"4660 Rue de Charleroi (MTN) , Montreal",NON,unknown,,-73.632655,45.595442,Building
